text,score
well thats that then. exam failed and bsc gone,-0.296
 well atm anyway i`m only managing cos i have no musical talent ps horrible thing to say bout rove,-0.2023
go canada they made nikkie payne #1 comic well she is soo yeah but she is only funny to pervs or teens or people in my family,0.7184
how come when i straighten my hair it has to sprinkle,0.0
on runway 2 hours,0.0
my skin is burning up so much,0.0
 yen lol but i can only get the vid on my phone and ipod cant find the song  lol,0.6808
 yeah i`m kinda glad i did stay home,0.6003
" look, no matter the ethnicity, women are something else!  fellas, can i get an amen? *dueces*",-0.3382
"watching almost famous with andrew, michael, and yolanda",0.0
" yes bb  there are actually 2 of them, but the other one i don`t really give a **** about.",0.2144
i`m trying to figure out how on earth i am supposed to be able to update my statuses via my phone. someone help meeee!,0.4574
 thx! hoping it`s a good week.,0.8172
" i am sure every office has them. men and women with no capacity to realize they should shut the unholy **** up, christ",0.0258
ugh. another 'what day is it today?' (5 most uttered words last 2 weeks for me) - missed a 10 yr old birthday & it was even on my ical.,-0.6124
looking forward to a session at the gym,0.0
" nothing  it`s sad, actually",0.3724
hi to all twit friends  happy mother`s day to all the beautiful and amazing mothers out there,0.9382
have you ever realized you never fully have everything you want?  feelin` down.,0.0772
"sososo bummed, like really bummed, i hate this rain, ruin my date...",-0.7414
" oh no! a lot of people are starting to tweet again! hope you could still read our multiple tweets  philippines tour, please?",0.555
time to be nerd,-0.296
 are you still angry with me?,-0.5106
 i don`t get it...,0.0
"i`m so excited for mothers day!  this has been a big year for me & olivia, and she`s finally old enough to be excited & understand!",0.7158
 haha i love the way u put it 'he lifts our feet off the ground spins us around and makes us crazier',0.7964
seriously though. amazing night.,0.4767
do you guys like fish sticks?,0.3612
 my kids count down the days till saturday. i hope it`s something they remember all of their lives!,0.4926
  ive got a cold too... it sucks  and u were awesome in ipswitch xd,0.7506
 lmao!!! ummm duh gurl i need to buy me some more v-necks i like em!!!,0.8337
 really has anyone got through to the finals yet? yeah was it i was stuck in class for most of it  loveyoufletch xxxx,0.0516
lol watching big bang theory latest episode,0.4215
 got really sad wen holly started crying   awwww bless,-0.5709
hates putting in new contacts,-0.4404
"shopping, grandparents, dinner with the bf  woop",0.0
oh man now it`s raining...seatbelt now buckled...thanks bates for wishing i have a blow out and flip and burn up,0.2263
on the way home.,0.0
  there wasn`t enough room for me...,0.0
 yaeh! thank god im home!...it suekd and we were kicked out of a church.,0.6351
 exactly. she becomes completely incapable of anything unless he`s there helping her. too many of those are out there.,-0.1761
felï¿½z dia de madres  | happy mothers day,0.5719
  happy mommy day teens-thanks fff,0.5719
 because you had chips and sale w/o me,0.0
in the bus... almost an hour late because of my crappy alarm clock  should be in leeuwarden at about 9:45,-0.7184
 haha. hope u have a great laugh as laughter is the best medicine,0.9682
i think at this rate.. ill be in class until 4... sigh.,-0.4019
"green day is performing on snl next week!  sorry, that made me happy and i`m still all ditzy from the justin timberlake skits",0.5707
 thanks! i appreciate it  i know my unsubscribe list will grow tomorrow lol,0.8268
 i know.  there`s no reason for any of that.,-0.296
just dusted & vacuumed apartment.  i think i need another new vacuum...my entire apartment is smoky.  i just bought this one from kmart,0.0
another bday w a special friend,0.7096
is too much of a bro,0.0
wants to dress up,0.0
bloody servers are down at work for at least 3 hours. want to go home now!,-0.4389
" its great when locals stop you to ask for directions, and even better when you know the answer",0.7003
"am soo happy about today .. the going home bit sucks ,, but meeting everyone will be aceness to the extreme  lol,, am so cheesy :p",0.627
 my b day is on may 13 but my party is on this sat  come you gays,0.5499
@_alexajordan sigh. come to sac please. it is the miami of the central valley.,0.34
 have you heard the song 'purpose' from avenue q?  your post reminds me of that.,0.0
watching jeremy assemble jr`s new radio flyer bike!!!  jr is sick with 100 degree fever  taking a nap.  this will cheer him up though!,0.0
goodnight to all,0.0
i forgot how much i really needed music until i barely had any for about a week. but i have music now. yay!,0.7088
" aww tom, that made me smile  we love you very much too xd",0.8948
  anything i can do to help?,0.4019
 i could see your quote but not vote for it??,0.0
" o yea? awwww, how sweet!! u r good kids!",0.7767
"apparently paige is partying with rose jenn and adam again, without me   my child has such a wild imagination.  ;)",0.5423
_mazur hahaha...and i who actually thought you just were popular!,0.4753
 omg you aren`t online. shock horror.,-0.743
i`m so sick   bad throat and the worst toothache.  good thing i work in a pharmacy.  load me up with drugs!!,-0.8794
"  itv plugging the special a lot. have a great night all of you, will miss your tweets when you come back home",0.7351
 ohh i know her from church .. she got me into mcfly,0.0
 welcome back  see you tomorrow! come pick up your gift ;),0.7959
having to use ie =/ firefox is playing up and i don`t know why  will try and fix it tomorrow.,-0.1531
http://twitpic.com/4ws3m - i love family guy  2 hours of work to go..,0.6369
 thanks for following !,0.4926
"i`m so confused about the weather, is it really gonna be sunny? or is it really gonna rain?",0.2097
god **** you twitter!!!!!!!!!!!!!! stop eating my undeleted dms!!!!!!!!!!!!!!!!!!!!!!!!!!,-0.3111
"poor me, just going to nap",-0.4767
" sorry.  i`m a squirrellist, and i only talk to black or sliver squirrels.",-0.0772
" you wouldnt change your fans for the world, tbh i dont think anyone would change mcfly for the world  you`s are too amazing  x",0.5859
having fun with all my dolls  tequillla...carne asada....and my mom dancing funny!,0.7574
 what are u talking about??? since when dnt u trust me? this hurts... im a good secret keeper,0.7998
" man, that sucks and i feel your pain... if you were local, i`d buy you a cup of coffee.",-0.3612
assignment actually looking pretty decent....so glad i changed my topic at the last minute,0.7351
 i would but i have nowhere to go and no one to go with,-0.4215
 yay but u have no idea what you look like,0.3919
_ebru thank you for the link...very cool...see you on monday!!!,0.5229
too much sand in the sd 790 from pismo this weekend. another canon powershot broken. 2nd one in a year  what to buy this time...,-0.4767
"it`s my wall, and i like saying i banned zac efron  lol sonny",0.3182
 tomorrow night would definitely work,0.4019
 really?!?! it looks like its going to rain here but its all just gray.... la is a bummer sumtimes,-0.5365
thanks to  for becoming a follower,0.4404
listening to my favourite song... allah ke bande hasde,0.0
" bubble tea is awesome, it`s been so long since i`ve had some",0.6249
about to start getting ready for work.  took lexi out to the park earlier! wish i could lay around all day.,0.6696
" and now she also rides giant squids...who knew! ama hafta go now  i`ll try and get on later, love to you ****",0.6696
i`m out...,0.0
ohhhhh what a line,0.0
happy mothers dat,0.5719
says karma strikes more than twice!  http://plurk.com/p/rqk2z,-0.4199
no more mtn. dew in mini-fridge.,-0.296
"final thought for the day, does deodorant really make your lungs bleed when inhaled constantly? certain females paranoid about bo",0.0258
fighting with mum on mothers day,-0.3612
 great job!,0.6588
ugh i`m so sleepy  i think i`m still kinda sick,-0.701
 aw  *hugs* sorry man.  if i were rich i`d buy u a ticket now!,0.5562
is stressin h-core. and is supposed to be cleaning her room. and feels like ****.,0.3612
i wanna longboard but it`s raining ughhhhhh,0.0
" i hear that, we`ve missed so many films due to insufficient fundage: watchmen, dark knight, star trek.",-0.296
ah **** ... my chest hurts now,-0.4767
 would defo have done that but im already booked over t`other side of the country,0.0
 everything.  *weeps*,0.0
seeing my brother graduate tomorrow. should be fun.,0.5106
 including myself... guess umma be partying alone yet again...lol..,0.1531
i am so sick and tired of this on and off rain,-0.7755
no yonkers news posts until june 2 because the newspaper furloughed me,-0.296
"took a math test today. the day before the test, the teacher says bring your calculator. luke was confident. teacher decided no calcs.",0.25
 yay to being smokefree! well done.,0.6996
we looked at apartments this weekend.  found one we like.  hubby going today to try to rent one of the apartments.  crossing fingers,0.3612
"if hamilton gets a hockey team, i really think the name hamilton should be in the team name. if not, i`ll be sad.",0.3724
"white pointy shoes haha, and ah you got me excited about the new drummer  youre mean",0.6597
 oh no! i guess i`m officially a big nerd now. i heard the movie is great even if you don`t like trek... and i do,0.5411
i am slowly getting angry at this jon and kate plus 8 thing,-0.5106
 the worst kind of news,-0.6249
finishing up at the studio  new songs up on myspace tomorrow may 5th,0.0
 it is! ive done somethign like 200 updates today :s,0.1511
i can`t sleep.  amp.,0.0
whew.... finally home after putting in some hours in the lab. watching catch me if you can and eating cheese and grapes. good night,0.4404
alcohol makes me tired. and i miss and want him so much. it hurts,-0.7624
is feeling sad... for some reason..  http://plurk.com/p/wxji3,0.128
sure wish the cat would stop hiding,0.1531
  so far surprisingly good responses. my dad offered to airbrush the old logo on the wall..but i think that might be overkill,0.6851
all these follow fridays make me feel really unpopular,0.0
didn`t get to hang out with kaitlyn.,0.0
 darn. no bacon,-0.296
 no sleepover tonight,-0.296
the gigantic initial inertial to get oneself to work after a deadline,0.0
went to a muslim marriage for the first time in my life. came back with my stomach full of tasty briyani. really like it very much.,0.4201
 prefer 80`s singstar. i know all the words!,0.0
" yay! at least i`ll get to see you next year! i`m sad, too.",0.2225
just got off phone with black swamp bird observatory - no reports of connecticut warbler from metzger or magee today...,-0.296
  can`t figure out how to reply on tumblr sorry! i don`t get into nyc until 6/4 so i can`t go to any events b4 then,-0.1511
